,Name,Code,Big Theme,Theme,Source,Source acronym,Comment,Last update,Frequency,Measure,Unit,Status
"Importações (FOB) - origem: Síria, República Árabe da","Importações (FOB) - origem: Síria, República Árabe da",SECEX12_M744FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Síria, República Árabe da. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Somália,Importações (FOB) - origem: Somália,SECEX12_M748FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Somália. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Sri Lanka,Importações (FOB) - origem: Sri Lanka,SECEX12_M750FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Sri Lanka. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Suazilândia,Importações (FOB) - origem: Suazilândia,SECEX12_M754FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Suazilândia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: África do Sul,Importações (FOB) - origem: África do Sul,SECEX12_M756FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: África do Sul. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Sudão,Importações (FOB) - origem: Sudão,SECEX12_M759FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Sudão. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Suécia,Importações (FOB) - origem: Suécia,SECEX12_M764FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Suécia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Suíça,Importações (FOB) - origem: Suíça,SECEX12_M767FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Suíça. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Suriname,Importações (FOB) - origem: Suriname,SECEX12_M770FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Suriname. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Tadjiquistão,Importações (FOB) - origem: Tadjiquistão,SECEX12_M772FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Tadjiquistão. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Tailândia,Importações (FOB) - origem: Tailândia,SECEX12_M776FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Tailândia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
"Importações (FOB) - origem: Tanzânia, República Unida da","Importações (FOB) - origem: Tanzânia, República Unida da",SECEX12_M780FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Tanzânia, República Unida da. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Território Britânico do Oceano Índico,Importações (FOB) - origem: Território Britânico do Oceano Índico,SECEX12_M782FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Território Britânico do Oceano Índico. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Djibuti,Importações (FOB) - origem: Djibuti,SECEX12_M783FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Djibuti. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Chade,Importações (FOB) - origem: Chade,SECEX12_M788FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Chade. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
"Importações (FOB) - origem: Tcheca, República","Importações (FOB) - origem: Tcheca, República",SECEX12_M791FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Tcheca, República. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Timor Leste,Importações (FOB) - origem: Timor Leste,SECEX12_M795FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Timor Leste. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Togo,Importações (FOB) - origem: Togo,SECEX12_M800FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Togo. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Toquelau,Importações (FOB) - origem: Toquelau,SECEX12_M805FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Toquelau. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Tonga,Importações (FOB) - origem: Tonga,SECEX12_M810FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Tonga. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Trinidad e Tobago,Importações (FOB) - origem: Trinidad e Tobago,SECEX12_M815FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Trinidad e Tobago. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Tunísia,Importações (FOB) - origem: Tunísia,SECEX12_M820FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Tunísia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
"Importações (FOB) - origem: Turcas e Caicos, Ilhas","Importações (FOB) - origem: Turcas e Caicos, Ilhas",SECEX12_M823FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Turcas e Caicos, Ilhas. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Turcomenistão,Importações (FOB) - origem: Turcomenistão,SECEX12_M824FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Turcomenistão. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Turquia,Importações (FOB) - origem: Turquia,SECEX12_M827FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Turquia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:20:00.857-03:00,Mensal,US$,,A
Importações (FOB) - origem: Tuvalu,Importações (FOB) - origem: Tuvalu,SECEX12_M828FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Tuvalu. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Ucrânia,Importações (FOB) - origem: Ucrânia,SECEX12_M831FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Ucrânia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Uganda,Importações (FOB) - origem: Uganda,SECEX12_M833FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Uganda. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
Importações (FOB) - origem: Uruguai,Importações (FOB) - origem: Uruguai,SECEX12_M845FOB12,Macroeconômico,Comércio exterior,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",MDIC/SECEX Países,"As importações são os valores das compras e outras entradas de mercadorias de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das importações da origem: Uruguai. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de origem é aquele onde foram cultivados os produtos agrícolas, extraídos os minerais ou fabricados os bens manufaturados, total ou parcialmente. Neste último caso, o país de origem é aquele no qual foi completada a última fase de processamento para que o produto adote sua forma final.",2021-01-11T16:22:00.673-03:00,Mensal,US$,,A
