,CODE,NAME,COMMENT,LAST UPDATE,BIG THEME,SOURCE ACRONYM,SOURCE,SOURCE URL,FREQUENCY,MEASURE,UNIT,SERIES STATUS,THEME CODE,COUNTRY,NUMERICA
2514,SECEX12_X505FOB12,Exportações (FOB) - destino: Moçambique,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Moçambique. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2515,SECEX12_X507FOB12,Exportações (FOB) - destino: Namíbia,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Namíbia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2516,SECEX12_X508FOB12,Exportações (FOB) - destino: Nauru,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Nauru. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2517,SECEX12_X511FOB12,"Exportações (FOB) - destino: Christmas (Navidad), Ilha","As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Christmas (Navidad), Ilha. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2518,SECEX12_X517FOB12,Exportações (FOB) - destino: Nepal,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Nepal. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2519,SECEX12_X521FOB12,Exportações (FOB) - destino: Nicarágua,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Nicarágua. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2520,SECEX12_X525FOB12,Exportações (FOB) - destino: Níger,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Níger. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2521,SECEX12_X528FOB12,Exportações (FOB) - destino: Nigéria,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Nigéria. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2522,SECEX12_X531FOB12,Exportações (FOB) - destino: Niue,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Niue. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2523,SECEX12_X535FOB12,"Exportações (FOB) - destino: Norfolk, Ilha","As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Norfolk, Ilha. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2524,SECEX12_X538FOB12,Exportações (FOB) - destino: Noruega,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Noruega. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2525,SECEX12_X542FOB12,Exportações (FOB) - destino: Nova Caledônia,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Nova Caledônia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2526,SECEX12_X545FOB12,Exportações (FOB) - destino: Papua Nova Guiné,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Papua Nova Guiné. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2527,SECEX12_X548FOB12,Exportações (FOB) - destino: Nova Zelândia,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Nova Zelândia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2528,SECEX12_X551FOB12,Exportações (FOB) - destino: Vanuatu,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Vanuatu. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2529,SECEX12_X556FOB12,Exportações (FOB) - destino: Omã,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Omã. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2530,SECEX12_X566FOB12,"Exportações (FOB) - destino: Pacífico, Ilhas do (EUA)","As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Pacífico, Ilhas do (EUA). O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2531,SECEX12_X573FOB12,Exportações (FOB) - destino: Países Baixos (Holanda),"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Países Baixos (Holanda). O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2532,SECEX12_X575FOB12,Exportações (FOB) - destino: Palau,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Palau. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2533,SECEX12_X576FOB12,Exportações (FOB) - destino: Paquistão,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Paquistão. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2534,SECEX12_X580FOB12,Exportações (FOB) - destino: Panamá,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Panamá. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2535,SECEX12_X586FOB12,Exportações (FOB) - destino: Paraguai,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Paraguai. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2536,SECEX12_X589FOB12,Exportações (FOB) - destino: Peru,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Peru. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2537,SECEX12_X593FOB12,Exportações (FOB) - destino: Pitcairn,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Pitcairn. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2538,SECEX12_X599FOB12,Exportações (FOB) - destino: Polinésia Francesa,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Polinésia Francesa. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2539,SECEX12_X603FOB12,Exportações (FOB) - destino: Polônia,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Polônia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2540,SECEX12_X607FOB12,Exportações (FOB) - destino: Portugal,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Portugal. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2541,SECEX12_X611FOB12,Exportações (FOB) - destino: Porto Rico,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Porto Rico. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2542,SECEX12_X623FOB12,Exportações (FOB) - destino: Quênia,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Quênia. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:20:00.857-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2543,SECEX12_X625FOB12,"Exportações (FOB) - destino: Quirguiz, República","As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Quirguiz, República. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2544,SECEX12_X628FOB12,Exportações (FOB) - destino: Reino Unido,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Reino Unido. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2545,SECEX12_X640FOB12,Exportações (FOB) - destino: República Centro-Africana,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: República Centro-Africana. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2546,SECEX12_X647FOB12,Exportações (FOB) - destino: República Dominicana,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: República Dominicana. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
2547,SECEX12_X660FOB12,Exportações (FOB) - destino: Reunião,"As  exportações são os valores das vendas para o exterior e outras remessas de bens de propriedade de residentes no país, registrado na Balança Comercial do Balanço de Pagamentos. Refere-se ao valor dólar FOB (US$) das exportações para o destino: Reunião. O valor FOB  indica o preço da mercadoria em dólares americanos sob o Incoterm FOB (Free on Board), modalidade na qual o exportador é responsável por embarcar a mercadoria enquanto o importador assume o pagamento do frete, seguros e demais custos pós embarque. Segundo a fonte Secex/MDIC, país de destino é aquele conhecido no momento do despacho como o último país para onde os bens se destinam.",2021-01-11T16:22:00.673-03:00,Macroeconômico,MDIC/SECEX Países,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",www.mdic.gov.br,Mensal,US$,,A,5,BRA,True
